ID,COUNTRY,ISO,ADMIN_LEVEL_NAME,PCODE,REGION,LOG_TYPE,CATEGORY,MEASURE,TARGETED_POP_GROUP,COMMENTS,NON_COMPLIANCE,DATE_IMPLEMENTED,SOURCE,SOURCE_TYPE,LINK,ENTRY_DATE,Alternative source
861,Austria,AUT,Vorarlberg,,Europe,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,No,Quarantine implemented for the Arlberg region halting all travel from and to the areas; at implementation time limited to 3rd April,Not available,17/03/2020,Government,Government,https://vorarlberg.at/web/land-vorarlberg/contentdetailseite/-/asset_publisher/qA6AJ38txu0k/content/informationen-zum-coronavirus?article_id=554628,20/03/2020,
862,Austria,AUT,Vorarlberg,,Europe,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,Yes,People previously in the Arlberg region need to follow a 14 day mandatory home quaratine,Not available,17/03/2020,Government,Government,https://vorarlberg.at/web/land-vorarlberg/contentdetailseite/-/asset_publisher/qA6AJ38txu0k/content/informationen-zum-coronavirus?article_id=554628,20/03/2020,
863,Austria,AUT,Tyrol,,Europe,Introduction / extension of measures,Lockdown,Partial lockdown,No,All municipalities in Tyrol are under quarantine with no movements in between municipalities,Fines,19/03/2020,Government,Government,https://www.tirol.gv.at/fileadmin/buergerservice/Downloads/LGB_19032020.pdf,20/03/2020,
864,Austria,AUT,Carinthia,,Europe,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,No,Quarantine implemented for the Heiligenblut region halting all travel from and to the areas,Not available,,Government,Government,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Coronavirus---Aktuelle-Ma%C3%9Fnahmen.html,20/03/2020,
865,Austria,AUT,Salzburg,,Europe,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,No,"Quarantine implemented for the the municipalities of Bad Gastein, Bad Hofgastein, Dorfgastein, Großarl und Hüttschlag region halting all travel from and to the areas",Not available,,Government,Government,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Coronavirus---Aktuelle-Ma%C3%9Fnahmen.html,20/03/2020,
866,Austria,AUT,Tyrol,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,No,"Appeal to not purchase products online, but wait and support the local economy post-crises",Not applicable,18/03/2020,Government,Government,https://www.tirol.gv.at/meldungen/meldung/artikel/lrin-zoller-frischauf-spaeter-in-tirol-kaufen-statt-jetzt-von-der-couch-aus-weltweit-bestellen/,20/03/2020,
867,Austria,AUT,Tyrol,,Europe,Introduction / extension of measures,Public health measures,Psychological assistance and medical social work,No,A hotline for mental health and stress related the virus were set-up,Not applicable,17/03/2020,Government,Government,https://www.tirol.gv.at/meldungen/meldung/artikel/land-tirol-richtet-psychosozialen-dienst-ein/,20/03/2020,
893,Austria,AUT,Tyrol,,Europe,Introduction / extension of measures,Movement restrictions,Visa restrictions,No,People without residency in Tyrol mandated to leave,Fines,19/03/2020,Government,Government,https://www.tirol.gv.at/fileadmin/buergerservice/Downloads/LGB_19032020.pdf,20/03/2020,
2725,Austria,AUT,,,Europe,Introduction / extension of measures,Public health measures,Testing policy,No,Symptoms and exposure to an at-risk region or a confirmed case; OR any primary care physician can order a test if suspecting a case irrespective of the conditions; OR health personell ,not applicable,,Ministry of Health,Government,https://www.ots.at/presseaussendung/OTS_20200323_OTS0027/anschober-zahl-der-corona-testungen-wird-massiv-erhoeht-anhang,27/03/2020,
2726,Austria,AUT,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,5 million EUR for artists that are not eligible for other economic support packages by the government,Not applicable,30/03/2020,"Federal Ministry, Arts, Culture, Civil Service and Sport",Government,https://www.ots.at/presseaussendung/OTS_20200327_OTS0097/staatssekretaerin-lunacek-soforthilfe-aus-kuenstler-sozialversicherungsfonds-beantragung-ab-montag-moeglich,27/03/2020,
2727,Austria,AUT,Vienna,,Europe,Introduction / extension of measures,Public health measures,Awareness campaigns,Yes,"Translations of the health campaigns of Vienna's economic chamber into 10 foreign languages targeted for employers, employees and self-employed",,27/03/2020,APA ,Media,https://www.ots.at/presseaussendung/OTS_20200327_OTS0092/apa-und-wk-wien-starten-corona-nachrichten-in-zehn-sprachen,27/03/2020,
2728,Austria,AUT,,,Europe,Introduction / extension of measures,Public health measures,Strengthening the public health system,No,23 million for research on COVID-19 medicines or treatments,Not applicable,21/03/2020,Ministry for Digital and Economic Affairs,Government,https://www.bmdw.gv.at/Presse/AktuellePressemeldungen/Coronavirus--Regierung-unterst%C3%BCtzt-Erforschung-von-Medikamenten-mit-23-Millionen-Euro.html,27/03/2020,
2729,Austria,AUT,,,Europe,Introduction / extension of measures,Public health measures,Strengthening the public health system,Yes,"100 million financial support for the care institution ""Hilfswerk"" to ensure continuity of home care",Not applicable,24/03/2020,Hilfswerk,Other organisations,https://www.ots.at/presseaussendung/OTS_20200324_OTS0148/corona-krise-hilfswerk-begruesst-100-millionen-paket-fuer-die-pflege,27/03/2020,https://www.oesterreich.gv.at/public.html
2730,Austria,AUT,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Military deployment,No,"Support in logistics, security and border controls; extension of mandatory military service and recruitment of previous service members",Not applicable,,Austrian Armed Forces,Government,http://www.bundesheer.at/archiv/a2020/corona/artikel.php?id=5507,27/03/2020,
2731,Austria,AUT,,,Europe,Introduction / extension of measures,Movement restrictions,Border checks ,Yes,"Additional to previously installed border checks, these checks now also apply to the borders to Germany",Not applicable,19/03/2020,Ministry of the Interior,Government,https://bmi.gv.at/news.aspx?id=3069576579716462395A303D,27/03/2020,
2732,Austria,AUT,,,Europe,Introduction / extension of measures,Movement restrictions,Border checks ,Yes,Liechtenstein and Switzerland are now also affected by newly installed border checks,Not applicable,14/03/2020,Ministry of the Interior,Government,https://bmi.gv.at/news.aspx?id=314A5A707A4547684D55733D,27/03/2020,
2733,Austria,AUT,Vorarlberg,,Europe,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,Yes,"Two villages: Nenzing-Dorf und Beschling under ""quarantine"" meaning that nobody can enter or leave",Not applicable,22/03/2020,State of Vorarlberg,Government,https://vorarlberg.at/web/land-vorarlberg/contentdetailseite/-/asset_publisher/qA6AJ38txu0k/content/informationen-zum-coronavirus?article_id=554628,27/03/2020,
2734,Austria,AUT,,,Europe,Introduction / extension of measures,Public health measures,Strengthening the public health system,No,Local production sites established for protective gear,Not applicable,23/03/2020,Chamber of Commerce,Government,https://news.wko.at/news/oesterreich/WKOe-Kopf:-Heimische-Produktion-von-Schutzprodukten-gegen.html,27/03/2020,
2735,Austria,AUT,,,Europe,Introduction / extension of measures,Movement restrictions,Additional health/documents requirements upon arrival,No,People arriving by land from neighbouring countries need to carry a medical certificate (maximum 4 days old) ,Not applicable,,Ministry of Social Affairs,Government,https://www.sozialministerium.at/dam/jcr:f86f5e8c-3e2f-47a0-be97-9f2da352e375/Verordnung_V20200325-web.pdf,27/03/2020,
2736,Austria,AUT,,,Europe,Introduction / extension of measures,Social distancing,Public services closure ,No,Closure of all public services that are not essential and where close contact is given,Not available,17/03/2020,Ministry of Social Affairs,Government,https://www.sozialministerium.at/dam/jcr:f86f5e8c-3e2f-47a0-be97-9f2da352e375/Verordnung_V20200325-web.pdf,27/03/2020,
3718,Austria,AUT,,,Europe,Introduction / extension of measures,Social distancing,Limit public gatherings,Yes,"Grocery stores are mandates to implement additional hygiene measures, including max. capacities, minimum distances, PPE use",Not applicable,31/03/2020,Ministry of Social Affairs,Government,https://www.sozialministerium.at/dam/jcr:f86f5e8c-3e2f-47a0-be97-9f2da352e375/Verordnung_V20200325-web.pdf,03/04/2020,
3719,Austria,AUT,Tyrol,,Europe,Introduction / extension of measures,Public health measures,Strengthening the public health system,Yes,"Additional tele-hotline implemented, specifically for persons with diabetes",Not applicable,03/04/2020,Tyrol government,Government,https://www.tirol.gv.at/meldungen/meldung/artikel/kostenlose-diabetes-hotline-des-landes-tirol-in-kooperation-mit-avomed-und-oegk/,03/04/2020,
3720,Austria,AUT,Tyrol,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,Financial support and liquidity measures for the agricultural sector,Not applicable,02/04/2020,Tyrol government,Government,https://www.tirol.gv.at/presse/meldungen/meldung/artikel/corona-trifft-auch-die-landwirtschaft-land-tirol-hilft-baeuerlichen-betrieben-durch-die-krise/,03/04/2020,
3721,Austria,AUT,Tyrol,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,No,"12 million fond from the state for employees, families and self-employed",Not applicable,01/04/2020,Tyrol government,Government,https://www.tirol.gv.at/presse/meldungen/meldung/artikel/lh-platter-land-tirol-und-arbeiterkammer-tirol-richten-covid-arbeitnehmerinnen-fonds-ein/,03/04/2020,
3722,Austria,AUT,Tyrol,,Europe,Introduction / extension of measures,Public health measures,Psychological assistance and medical social work,No,Hotline established,Not applicable,28/03/2020,Tyrol government,Government,https://www.tirol.gv.at/presse/meldungen/meldung/artikel/psychologische-unterstuetzung-fuer-tirolerinnen-in-corona-krisenzeit/,03/04/2020,
3723,Austria,AUT,,,Europe,Introduction / extension of measures,Social distancing,Public services closure ,No,All hotels are to be closed nationally,Not available,03/04/2020,Government,Government,https://www.ots.at/presseaussendung/OTS_20200403_OTS0111/gesundheitsministerium-hotels-werden-geschlossen-essen-darf-abgeholt-werden,03/04/2020,
